Pitch #,Inning,Half,Pitching Team,Pitcher #,Pitcher,Batting Team,Batter,Pitch Code,Pitch Type,Count Before,Count After,Recorded At
228,8,top,home,68,Mason Fluharty,away,Francisco Alvarez,B,Ball,"=""1-2""","=""2-2""",2026-06-30T01:05:42.518Z
229,8,top,home,68,Mason Fluharty,away,Francisco Alvarez,IP,In Play,"=""2-2""","=""2-2""",2026-06-30T01:05:59.276Z
230,8,top,home,68,Mason Fluharty,away,Carson Benge,SW,Swinging Strike,"=""0-0""","=""0-1""",2026-06-30T01:07:20.717Z
231,8,top,home,68,Mason Fluharty,away,Carson Benge,B,Ball,"=""0-1""","=""1-1""",2026-06-30T01:07:21.186Z
232,8,top,home,68,Mason Fluharty,away,Carson Benge,IP,In Play,"=""1-1""","=""1-1""",2026-06-30T01:07:22.186Z
233,8,top,home,68,Mason Fluharty,away,Bo Bichette,IP,In Play,"=""0-0""","=""0-0""",2026-06-30T01:08:22.789Z
234,8,bottom,away,44,Austin Warren,home,Nathan Lukes,B,Ball,"=""0-0""","=""1-0""",2026-06-30T01:11:04.358Z
235,8,bottom,away,44,Austin Warren,home,Nathan Lukes,B,Ball,"=""1-0""","=""2-0""",2026-06-30T01:11:05.006Z
236,8,bottom,away,44,Austin Warren,home,Nathan Lukes,F,Foul,"=""2-0""","=""2-1""",2026-06-30T01:11:15.919Z
237,8,bottom,away,44,Austin Warren,home,Nathan Lukes,B,Ball,"=""2-1""","=""3-1""",2026-06-30T01:11:36.937Z
